repo,verdict,reason,capability,install_cmd,license,risk_level,risk_note,category,evidence,checked_at
Sttrevens/dsh-cost-meter,verified_plugin,Real dual-face dsh.client package: live USD cost badge from provider usage buckets; npm add + patch-layer mount documented.,对话级/逐轮 USD 成本徽章：Host 半边 sessionCost projection 累积 usage 分段，Client 半边在 assistant-actions 槽位显示成本与明细。,dsh plugin --profile web add @steven-wu/dsh-cost-meter，然后在 ~/.dsh/profiles/web/cordis.patch.yml insert: - id: cost-meter / name: '@steven-wu/dsh-cost-meter'，重启 dsh web,MIT,low,本地读取会话 token 用量与 ~/.dsh/cost-pricing.json 定价表；无网络调用、无 API key 处理。,cost_observability,curl 核验 raw package.json（dsh.client platform web + inject）、readme.md（npm add + patch insert + peerDependencies 说明）。,2026-08-14
studyzy/dsh-lazy-tools,verified_plugin,Real DSH bundle: CodeBuddy-style lazy tool loading with git install and cordis.patch.yml injection of a lazy-tools row.,延迟工具加载：把模型不会用到的全局工具（含 MCP）延迟加载，配置 allow 子集且只收紧不放宽其他 restrict。,dsh plugin --profile <profile> add git:github.com/studyzy/dsh-lazy-tools,Not found,medium,操控工具注册表与 allow/restrict 交集，影响工具可见性与执行策略；只挂自己的 allow 子集，不放开限制。,developer_tools,readme.md（git 安装、config 说明、name: '@deepseek-ai/dsh-lazy-tools'）；package.json + cordis.patch.yml（flags: cordis=True）。,2026-08-14
sublatesublate-design/dsh-doctor-windows,verified_plugin,"Real DSH plugin: human-only /doctor-windows diagnostics command, installable from checkout or pinned GitHub tag.",Windows 环境诊断：新增人工触发的 /doctor-windows 命令，模型 provider 不可用时仍可用。,dsh plugin --profile web add github:sublatesublate-design/dsh-doctor-windows#v0.1.0（或本地 dsh plugin --profile web add C:\path\to\dsh-doctor-windows）,MIT,low,仅人工触发读取本机 Windows 环境信息；无远程执行、无网络、无凭据处理。,diagnostics,readme.md（install from checkout/GitHub、cordis.patch.yml 行覆盖、pnpm check/build/smoke、pack --dry-run）；package.json + cordis.patch.yml（flags: cordis=True）。,2026-08-14
suimi8/dsh-cost-ledger,verified_plugin,Real DSH bundle: cross-session SQLite cost ledger with llm/stream waterfall capture; live-verified in DSH 0.1.0-rc.6.,跨会话成本账本：Cordis waterfall 捕获每次模型调用的 token 用量写入 SQLite，暴露 record/query/budget 工具，内置 DeepSeek 定价可覆盖。,dsh plugin --profile web add <path-or-package>（host 从 package.json 的 dsh.bundle.patch 发现；git 安装需 allowBuilds dsh-cost-ledger: true）,MIT,medium,llm/stream waterfall 插桩读取全部模型调用 token，SQLite ledger 落盘；含 budget 工具，无外部网络。,cost_observability,readme.md（Phase 1 live-verified、llm/stream waterfall、.ts 扩展说明免构建、selftest 28 项、设置路径）；package.json + cordis.patch.yml（flags: cordis=True）。,2026-08-14
sundusk/dsh-waterball-pet,verified_plugin,Real DSH dual-face plugin: floating SVG water-ball pet for Web UI with prebuilt lib/ and documented GitHub/link install.,DSH Web UI 漂浮水球宠物（纯 SVG 渲染、轮询状态、注册插件配置卡片），标准 DSH 会话事件作为状态源。,dsh plugin --profile web add github:sundusk/dsh-waterball-pet（开发：dsh plugin --profile web add link:<本仓库绝对路径>）,Not found,low,纯 UI 装饰插件：浏览器渲染水球、轮询会话状态、写设置命名空间；无网络外发与凭据。,fun,readme.md（GitHub/link 安装、ui-waterball 插件行、lib/ 已提交产物、src/client/index.ts 说明）；package.json + cordis.patch.yml（flags: cordis=True）。,2026-08-14
Sunrisepeak/dsh-index,rejected,"Package index/aggregator (xlings/xpkg + web browser) for installing third-party dsh plugins — an ecosystem index, not a DSH extension itself.",,,Apache-2.0,,,,"readme.md（xlings install dsh:xxx、dsh plugin add 组合行、169 bundles 调研、发布清单）；Python 工程、无 package.json/cordis（flags: pkgjson=False, cordis=False, manifest=False）。",2026-08-14
sunshine-lang/dsh-pdf,verified_plugin,"Real DSH plugin: PDF toolbox (text/metadata/page ranges) via local pdfjs-dist, no API key; GitHub/npm install documented.",PDF 工具箱：提取文本、元数据与页码范围（pdfjs-dist 本地解析，无 API key、无网络）。,"dsh plugin --profile web add ""github:sunshine-lang/dsh-pdf""（或 dsh plugin --profile web add dsh-pdf）",MIT,low,本地解析 PDF 文件内容（会话工作区文件读取）；无网络调用。,data_tools,readme.md（GitHub/npm/本地安装、lib/ 预构建、配置覆盖、link: 本地依赖注意）；package.json + cordis.patch.yml（flags: cordis=True）。,2026-08-14
sunshine-lang/dsh-plugin-template,watchlist,"DSH plugin scaffold/template (bundle format, tool DSL, config, tests, scaffold script) — not itself a directly loadable plugin (placeholder {{TITLE}}).",新插件脚手架：一条命令 node scripts/scaffold.mjs 生成 DSH bundle 骨架（dsh.bundle.patch、工具 DSL、配置校验、测试与发布清单）。,"git clone 后：node scripts/scaffold.mjs dsh-myplugin --description ""...""；产物安装走 dsh plugin add github:you/dsh-myplugin",MIT,low,脚手架仅生成本地项目骨架，本身无数据流；生成插件后按各插件行为评估。,plugin_development_skill,readme.md（scaffold 用法、发布清单、pnpm workspace 注意事项）；package.json（dsh.bundle.patch）+ cordis.patch.yml 为模板形态，非可加载插件本体。,2026-08-14
sunshine-lang/dsh-plugins,watchlist,Portal README only (tree=2): unified entry cross-linking the author's dsh-weather/dsh-pdf/dsh-plugin-template repos — no bundle itself.,作者 DSH 插件统一入口页，列出 dsh-weather / dsh-pdf / dsh-plugin-template 的安装命令与指向。,N/A（门户页，按表内命令安装各自插件）,Not found,,,,readme.md（插件列表 + dsh plugin add 命令、awesome-deepseek-harness PR 链接、模板生成说明）；仅 README（tree=2），无 package.json/cordis。,2026-08-14
sunshine-lang/dsh-weather,verified_plugin,"Real DSH plugin: current weather and multi-day forecasts via Open-Meteo (free, no key); GitHub/npm install documented.",天气工具：任意城市实时天气与多日预报，数据来自 Open-Meteo（免费、无需 API key）。,"dsh plugin --profile web add ""github:sunshine-lang/dsh-weather""（或 dsh plugin --profile web add dsh-weather）",MIT,medium,把城市/地点参数请求发送到 Open-Meteo 外部 API 并取回天气数据；无 key、无凭据。,deterministic_tools,readme.md（GitHub/npm/本地安装、lib/ 预构建、--dump-config 校验、配置覆盖）；package.json + cordis.patch.yml（flags: cordis=True）。,2026-08-14
Sunshine-oneday/DSH-Desktop,rejected,"Tauri desktop shell that opens local `dsh web` — a launcher/shell, not a DSH plugin bundle (no cordis/dsh.bundle).",,,MIT,,,,"readme.md（Tauri 打开本机 dsh web、Releases 安装包、npm install -g @deepseek-ai/dsh、dsh-plugin 话题说明）；package.json 无 dsh 字段/cordis（flags: cordis=False, manifest=False）。",2026-08-14
suntianc/dsh-codex-auth,verified_plugin,Real DSH plugin: reuses local Codex CLI ChatGPT login and adds native GPT Auth settings card; npm/release/GitHub install documented.,复用本机 Codex CLI 的 ChatGPT 登录态，为 DSH 提供原生 GPT Auth 设置卡片（OAuth/ChatGPT 登录复用）。,dsh plugin --profile web add dsh-codex-auth（或 release tarball / github:suntianc/dsh-codex-auth#v0.1.0）,MIT,high,读取/复用本机 Codex CLI 的 ChatGPT 登录凭证与 OAuth 会话，向 GPT 侧换取认证；凭据泄露面大。,model_gateway,readme.md（npm/release/GitHub/tarball 四种安装、预构建 Host+browser bundle、allowBuilds 授权）；package.json + cordis.patch.yml（flags: cordis=True）。,2026-08-14
superclaude1/dsh-vision-android,verified_plugin,Real DSH plugin: multimodal vision (OpenAI-compatible) + Android adb UI automation with patch/bundle install documented.,多模态视觉（OpenAI-compatible）+ Android adb UI 自动化：mobile_install（adb install -r APK）、截图、真实点击等设备操作，用于移动 App 测试。,dsh plugin --profile web add ./dsh-vision-android（本地 link）或 github:you/dsh-vision-android；或复制 cordis.example.yml 后 dsh web --patch /path/to/dsh-vision-android/cordis.yml,MIT,high,adb 对安卓设备执行安装/截图/点击等真实 UI 自动化；配置含 API Key 与 adb 绝对路径（建议放 $DSH_HOME patch，勿入仓库）。,automation,readme.md（工具表、Schemastery 配置与 env 兜底、cordis.example.yml → dsh web --patch 与 bundle 两种安装、dump-config 校验）；package.json + cordis.patch.yml（flags: cordis=True）。,2026-08-14
superslash-rico/dsh-plugin-slashx-gateway,verified_plugin,"Real DSH host bundle: SlashX request/response, rich media, async callbacks and token metering gateway with slashx_deliver tool.",DSH × SlashX 网关：接收 SlashX 请求/响应、富媒体（视频/音频/卡片/按钮，能力降级）、异步回调与 token 计量（flat_per_run / pass_through），注册 slashx_deliver 工具。,dsh plugin --profile web add dsh-plugin-slashx-gateway（或本地路径）；需 web profile 提供 ctx.apiProxy,MIT,high,网络网关：外部 SlashX 平台请求/回调进入 Harness，从当前会话工作区发布本地产物（realpath 防穿越）；含 token 计量与计费数据。,model_gateway,readme.md（协议能力表、字段校验与降级、realpath 防越界、两种计费、SLASHX_GATEWAY_STATE_ROOT、安装与 dump-config 校验）；package.json + cordis.patch.yml（flags: cordis=True）。,2026-08-14
Suxeca/dsh-plugin,verified_plugin,External plugin monorepo with one usable bundle: dsh-client-ui-session-switcher (npm @suxeca scope) installed via dsh plugin add; other package is unfinished template.,会话快速切换面板：Ctrl+K 调色板（新建/归档/取消归档/重命名/搜索/皮肤/工作区分组）、Ctrl+[ / ] 按侧边栏循环、快捷键自定义（localStorage 持久化，Alt+K 兜底）。,dsh plugin --profile web add @suxeca/dsh-client-ui-session-switcher,Not found,low,纯 Web UI 面板，快捷键偏好 localStorage 持久化；无网络与凭据处理。,session_chat,readme.md（仓库即 bundle monorepo、npm 安装、packages/ 清单、发版流程）；package.json + cordis.patch.yml（flags: cordis=True）。,2026-08-14
suzike/freestyle-dsh-theme,verified_plugin,Real dual-face Web plugin: dsh.bundle.patch -> cordis.patch.yml and dsh.client platform web confirmed from raw package.json; OKLCH theme designer with cross-restart persistence.,OKLCH 主题体验：主题提案 + 主题设计器（独立色相/彩度/明度通道、通道锁定、配色关系/快速变体、AI 命名、JSON 导入导出），跨重启持久化。,"git clone && pnpm install && pnpm build，然后在 profile 的 pnpm-workspace.yaml 加 ""@linxin666/freestyle-dsh-theme"": ""link:<路径>"" 并 append cordis.patch.yml 的 theme 行（name: '@linxin666/freestyle-dsh-theme'），重启 dsh web",BSD-3-Clause,low,双面 Web 插件（Host AI 命名路由 + Client 主题 UI），纯界面/主题修改，无凭据与网络外发。,web_ui_customization,curl 核验 raw package.json（dsh.bundle.patch=./cordis.patch.yml、dsh.client platform web、peer 依赖）+ cordis.patch.yml（insert theme 行）+ readme.md（安装与持久化、Host/Client 结构）。,2026-08-14
sybolization/agent-jit,verified_plugin,"Real DSH bundle (dsh.bundle.patch + cordis.patch.yml, prebuilt dist/): compiles deterministic agent execution paths into DSL programs; web/headless install documented.",JIT 编译器：把 agent loop 中确定性的执行路径编译成 DSL 程序直接执行，降低 token/往返轮次与上下文暴露；注册两个 JIT 元工具（标准 ctx.tools 注册，走完整执行策略管线）。,dsh plugin --profile web add agent-jit（或 dsh plugin --profile web add github:sybolization/agent-jit；卸载 remove agent-jit）,MIT,medium,执行编译生成的工具程序（describe 即用可编排其他插件/动态注册工具），遵循执行策略管线；生产缺省不注册实验业务工具。,automation,readme.md（bundle 声明、web/headless 安装、工具注册与执行策略、config 覆盖、构建 dist/）；package.json + cordis.patch.yml（flags: cordis=True）。,2026-08-14
t1yOS/t1y-skills,rejected,"Mis-tagged topic-only repo: expert skill package for the t1yOS Serverless platform whose documented install targets are Claude Code / Cursor / Windsurf / VS Code (~/.claude/skills, .cursor/skills); no DSH skill path or DSH loading evidence beyond the dsh-plugin topic tag.",,,MIT,,,,"README.md install table lists only non-DSH locations (Claude Code/Cursor/Windsurf/VS Code); skill=True + tree=13 but no ~/.dsh path anywhere; README content is t1yOS Serverless platform guidance (code pass-rate table, MCP companion note), not DSH-specific.",2026-08-14
tanf1ng/dsh-tool-hackernews,verified_plugin,"Real DSH tool-plugin: Cordis plugin (name/inject/Config/apply) registering hn_top_stories/hn_search/hn_item on ctx.tools, documented `dsh plugin --profile <name> add ""github:tanf1ng/dsh-tool-hackernews""` plus cordis.patch.yml enablement.",Hacker News 工具套件：热门故事/搜索/条目查询（免费 Algolia HN API，无需 key）；带完整参数 schema、canonical 输出 schema、文本渲染器与 stub-fetch smoke test。,"dsh plugin --profile <name> add ""github:tanf1ng/dsh-tool-hackernews""（本地：pnpm install && pnpm build && dsh plugin --profile <name> add ""file:../../dsh-tool-hackernews""）",MIT,medium,搜索词/条目 ID 发送到公共 Algolia HN API（外部调用，无鉴权）；不涉及 API key 或凭据，但查询文本离开本地。,search_browser,README.md install（dsh plugin add github:、cordis.patch.yml 行、pnpm build/test）；package.json + cordis flags true；README 明确'官方 DSH tool-plugin 模式'。,2026-08-14
tc206107/dsh-open-ecosystem,verified_plugin,"Multi-component DSH repo containing at least one real, loadable bundle: dsh-git-autoinit (package.json dsh.bundle.patch → cordis.patch.yml insert row) with documented `dsh plugin --profile web add ""link:$(pwd)""`; plus a SKILL.md skill set (grilling/tdd/diagnosing-bugs/code-review/handoff) and a standalone Electron desktop shell.",DSH 集成集合：dsh-git-autoinit Cordis 插件（会话/工作区幂等 git init + 保守 .gitignore 回填，侧边栏 Git 面板始终可用）、工程纪律 skills（SKILL.md）、dsh-desktop Electron 桌面壳（attach/spawn 双模式、托盘）、生态调研材料。,"cd dsh-git-autoinit && dsh plugin --profile web add ""link:$(pwd)""（或 dsh plugin --profile web add dsh-git-autoinit；skills 目录放 ~/.dsh/skills/；dsh-desktop 为独立应用）",MIT,low,git-autoinit 仅对会话工作区幂等执行 git init / 写 .gitignore（本地 VCS 操作）；无外部 API 调用或凭据流。,ecosystem,"GitHub raw (master) 核实：dsh-git-autoinit/package.json（name dsh-git-autoinit, version 0.1.1, dsh.bundle.patch ./cordis.patch.yml, files 含 cordis.patch.yml, MIT）+ cordis.patch.yml（insert: id git-autoinit / name 'dsh-git-autoinit'）；README 组件表与 install；根目录无 package.json（子目录形态）。",2026-08-14
